text_num,WNUM,word_text,gpt2_surprisal
1,1,Are,
1,2,tourists,16.58312579584201
1,3,enticed,12.76773247823476
1,4,by,0.9425270124651528
1,5,these,7.628100610173325
1,6,attractions,6.0487536583536015
1,7,threatening,18.437968316425852
1,8,their,3.037844790565867
1,9,very,7.396318903674914
1,10,existence?,3.7956754206945034
1,11,The,4.712217316466818
1,12,two,9.00221516127363
1,13,young,10.045984060735448
1,14,sea-lions,30.47214199005692
1,15,took,9.662213718432936
1,16,not,11.475992285435563
1,17,the,4.124527145036273
1,18,slightest,3.09858287147518
1,19,interest,3.061842905701962
1,20,in,0.23304941211575178
1,21,our,6.3205220191082185
1,22,arrival.,9.801447088953147
1,23,They,2.6343177692628386
1,24,were,2.6585783299241497
1,25,playing,9.501209064140001
1,26,on,4.1737867598617004
1,27,the,1.2647015963784995
1,28,"jetty,",19.696814935438375
1,29,rolling,10.966340273729923
1,30,over,4.741794204831601
1,31,and,4.030580934071861
1,32,tumbling,8.844680084979204
1,33,into,3.610629913576736
1,34,the,0.5674044308003121
1,35,water,2.3625464848031568
1,36,"together,",13.649276334513122
1,37,entirely,13.913949551006393
1,38,ignoring,6.204307150544787
1,39,the,1.4520691272568917
1,40,human,8.66593129266615
1,41,beings,2.942659616584639
1,42,edging,16.85395335775183
1,43,awkwardly,15.238583317592264
1,44,round,9.250725276256166
1,45,them.,3.2591440685028643
1,46,Our,7.674835175718784
1,47,party,8.73738870823844
1,48,then,7.091589035986535
1,49,had,6.25316123027948
1,50,to,1.3790912130683235
1,51,step,8.168904871325651
1,52,gingerly,13.114950974896388
1,53,over,4.796661829936363
1,54,hundreds,12.596325797269692
1,55,of,0.06778538712142906
1,56,marine,12.929512602300436
1,57,iguanas,8.766125329679541
1,58,basking,14.507698896954064
1,59,on,5.344389768647123
1,60,the,0.7573440052180201
1,61,"rocks,",10.038018512278086
1,62,strange,15.400187847371406
1,63,creatures,3.78959024455035
1,64,with,4.889546907944951
1,65,richly,18.18398674538877
1,66,coloured,2.709834835308745
1,67,velvet,13.539541944216852
1,68,"coats,",8.435558468043608
1,69,looking,8.358751016168277
1,70,like,3.3355759962600353
1,71,something,8.713617954166786
1,72,between,9.984604140573115
1,74,giant,7.3034262584296865
1,75,lizard,7.9367152219793935
1,76,and,0.37366077212816956
1,77,a,5.779135768665372
1,78,miniature,9.632369912994013
1,79,"dinosaur,",11.003726894270386
1,80,and,2.617392440643477
1,81,found,11.910985940471056
1,82,nowhere,11.22134307774783
1,83,else,2.7997165802853172
1,84,on,6.239618628419939
1,85,earth,2.591141868729032
1,86,except,6.667117967461433
1,87,here,7.003551804940466
1,88,in,4.170524248974833
1,89,the,1.3842032253825696
1,90,Galapagos.,13.646793820120086
1,91,A,6.195361988908111
1,92,little,6.037481915416053
1,93,further,4.270052672820951
1,94,on,2.257400763614558
1,95,were,10.588586572485195
1,96,the,1.9457919338569678
1,97,blue-footed,16.085702438543322
1,98,"boobies,",17.007435544640604
1,99,birds,10.290401676558051
1,100,with,3.049734295185315
1,101,brilliant,8.350290845607034
1,102,china-blue,27.103200155650942
1,103,"feet,",11.748007183320192
1,104,again,14.07425526780622
1,105,unique.,20.894419908339863
1,106,And,5.862100199441591
1,107,then,2.375949436750197
1,108,there,1.5295732808508673
1,109,were,1.3191480359712984
1,110,the,0.36074220931728423
1,111,flightless,13.137028846631985
1,112,"cormorants,",11.842270700931833
1,113,birds,7.578274484495955
1,114,with,1.5451310034305679
1,115,vestigial,15.61035288250022
1,116,wings,3.9866455581518445
1,117,"who,",12.738391722049613
1,118,over,8.425901986162962
1,119,the,1.754903746132763
1,120,"generations,",7.959239015840967
1,121,have,2.4197369075904716
1,122,lost,7.456574745231207
1,123,the,4.591528835189144
