text_num,WNUM,word_text,bert_surprisal
1,1,Are,3.2661916595612457
1,2,tourists,9.965730076536827
1,3,enticed,38.40891534217231
1,4,by,0.060912095105239074
1,5,these,4.848230139866972
1,6,attractions,9.999408407159386
1,7,threatening,15.236797449745703
1,8,their,0.9096722207662508
1,9,very,0.6854210326098444
1,10,existence?,3.3679568494560512
1,11,The,0.17225077181550374
1,12,two,0.9865998885145342
1,13,young,4.938193576602704
1,14,sea-lions,28.0469444613189
1,15,took,3.0045375985038705
1,16,not,0.44746807265052363
1,17,the,0.0036827753511182604
1,18,slightest,0.20322207401565043
1,19,interest,1.5070721027078826
1,20,in,0.10911073820857811
1,21,our,0.11417395044564191
1,22,arrival.,6.370801276074949
1,23,They,0.06756795268061792
1,24,were,0.6711832768755159
1,25,playing,7.534852304806114
1,26,on,0.8385671976455785
1,27,the,0.16068392814690605
1,28,"jetty,",36.75625087492205
1,29,rolling,2.7836399860479633
1,30,over,2.146709461848888
1,31,and,0.1442350129682658
1,32,tumbling,6.265785444783414
1,33,into,0.40986402304370784
1,34,the,0.005496058307116765
1,35,water,0.8802978419728593
1,36,"together,",21.247575274996986
1,37,entirely,5.337014120682221
1,38,ignoring,0.37287597229661984
1,39,the,0.08823134033985616
1,40,human,1.8249168514031073
1,41,beings,5.059598881569174
1,42,edging,35.00238652743761
1,43,awkwardly,9.434329826733679
1,44,round,10.662668443309652
1,45,them.,0.15388668470914446
1,46,Our,3.4440870739607177
1,47,party,3.9345881295621807
1,48,then,3.2712689313800176
1,49,had,1.2515159445108244
1,50,to,0.054293627633049374
1,51,step,1.8483642780911391
1,52,gingerly,4.904293388360532
1,53,over,2.5776616965717545
1,54,hundreds,4.642957839172555
1,55,of,0.0004849095768185391
1,56,marine,10.016536503324113
1,57,iguanas,46.72528948920268
1,58,basking,35.24080814012053
1,59,on,0.8022927029169203
1,60,the,0.09998340394897527
1,61,"rocks,",4.507974267444321
1,62,strange,5.853831273588107
1,63,creatures,0.21846715363391372
1,64,with,2.776937650161189
1,65,richly,6.212324293797408
1,66,coloured,1.2110859189806937
1,67,velvet,8.518456857481896
1,68,"coats,",4.746891770603175
1,69,looking,2.750850117799762
1,70,like,0.4765175332207725
1,71,something,1.115401565355336
1,72,between,0.5822685903447457
1,74,giant,14.379710214350638
1,75,lizard,7.324615896877192
1,76,and,0.009323600054598794
1,77,a,0.08326814138872693
1,78,miniature,7.692994479858086
1,79,"dinosaur,",9.876095814594846
1,80,and,0.42775769997875246
1,81,found,28.278606467892313
1,82,nowhere,0.6690565394149465
1,83,else,0.01608904819978212
1,84,on,0.0059510357227454055
1,85,earth,1.7872447396622126
1,86,except,3.4535027801301545
1,87,here,0.5277058474843008
1,88,in,2.2082190569299716
1,89,the,0.004825493248752064
1,90,Galapagos.,52.323671663793895
1,91,A,0.0007046128366090232
1,92,little,0.36370461047839614
1,93,further,0.31506026358643047
1,94,on,3.4666291839746077
1,95,were,0.2117003027552343
1,96,the,0.01793590405028929
1,97,blue-footed,19.507175857707388
1,98,"boobies,",42.89779616021133
1,99,birds,1.394088186214886
1,100,with,0.006962058577288243
1,101,brilliant,6.077505029994242
1,102,china-blue,26.5968266492187
1,103,"feet,",11.054027004133534
1,104,again,10.54111936084706
1,105,unique.,14.132194245081417
1,106,And,0.0325820325890915
1,107,then,0.1456302544701374
1,108,there,0.06622044711327646
1,109,were,0.025930152112513864
1,110,the,0.0062159736527851025
1,111,flightless,24.71973507705804
1,112,"cormorants,",97.90774258398962
1,113,birds,0.3030170279749428
1,114,with,0.047696072176313026
1,115,vestigial,52.3660204997597
1,116,wings,0.5788508221198118
1,117,"who,",3.578486657100116
1,118,over,0.5520731233804724
1,119,the,1.1319419968020665
1,120,"generations,",8.34399430278497
1,121,have,0.03801890669467287
1,122,lost,1.282468264125882
1,123,the,0.7045725906532997
1,124,ability,9.66019739383422
1,126,fly,12.94278278364101
1,127,because,4.286848498504213
1,128,the,0.05630893645923329
1,129,nutrients,5.796984816102518
1,130,at,4.551706596347162
1,131,the,0.18340474963287393
1,132,shoreline,13.89673064800201
1,133,are,0.05964944147826705
1,134,so,0.00122434079655257
1,135,rich,5.115280672543121
1,136,they,0.013853547835915421
1,137,have,0.1822009570681597
1,138,no,0.1061168857201897
1,139,need,6.406390204961605
1,140,to,0.00025812286557154684
1,141,leave.,7.176993658727894
1,142,The,0.0007207712280792718
1,143,island,0.9917766522968301
1,144,of,0.0021299799381647626
1,145,Fernandina,38.85770785321712
1,146,lies,1.0141343969089953
1,147,at,1.2162026608178385
1,148,the,0.00039997617982247155
1,149,far,1.7143808499711664
1,150,western,2.3891293271990683
1,151,edge,4.077499521053744
1,152,of,0.00021582208246533053
1,153,the,0.0004027271464531428
1,154,Galapagos,38.19992374467033
1,155,"archipelago,",15.573071687324736
1,156,dominated,3.9662504795513254
1,157,by,0.0006624970314247738
1,158,a,2.7424721549456312
1,159,volcano,0.0064276144280453066
1,160,that,0.29575114793695356
1,161,last,8.267539673317884
1,162,erupted,24.526542149829623
1,163,only,6.611834488306885
1,164,six,5.563396603839444
1,165,years,0.9657502597677851
1,166,"ago,",9.63757170025201
1,167,and,0.7974976546282144
1,168,home,0.003178347548908723
1,169,to,0.02568621084563849
1,170,some,0.09004084505199353
1,171,of,0.0004300644942053777
1,172,the,0.00024986914691447153
1,173,most,0.00550770878809826
1,174,remarkable,4.905252019656442
1,175,wildlife,7.4669294766743555
1,176,in,0.009877811459775275
1,177,the,0.0030177170966173192
1,178,world.,0.3119815322853834
1,179,It,0.0006171137238259384
1,180,was,0.006520925093246829
1,181,late,1.0773392249796334
1,182,afternoon,0.5861482179785716
1,183,on,6.542834360850122
1,184,one,0.04888842789474488
1,185,of,0.00046204340009717044
1,186,the,0.006321626760414951
1,187,last,5.5473348001100655
1,188,days,0.21900954391907232
1,189,of,0.0013377485750375338
1,190,the,0.06338652236681694
1,191,"year,",4.114166630676491
1,192,and,0.7479847093580662
1,193,we,0.05872637296988148
1,194,had,0.0808859881937948
1,195,come,1.0605552660992812
1,196,ashore,5.515411380456911
1,197,to,0.0015961476373564868
1,198,scramble,14.01027634582405
1,199,round,9.591958805555478
1,200,the,0.01786167472583955
1,201,rough,8.08585651301581
1,202,dark,8.131462184441007
1,203,lava,7.5686957387735
1,204,rocks,5.198266085202745
1,205,of,0.5384468519612867
1,206,Punta,2.3876554358811743
1,207,Espinosa,41.051081023759316
1,208,on,1.663678472687651
1,209,the,2.659673515444844
1,210,island.,3.901612872078036
1,211,In,0.02835446792919657
1,212,the,0.09286100043746835
1,213,golden,11.281884410504556
1,214,afternoon,2.838288677238177
1,215,"light,",12.711415211365876
1,216,with,0.3860043969372205
1,217,the,0.012105321348449154
1,218,moon,4.5397304124716795
1,219,rising,2.496062980026037
1,220,above,1.3738340473967492
1,221,the,0.05385580279961538
1,222,volcanoes,12.350843264872946
1,223,on,4.470336788709743
1,224,Isabela,37.405767025017774
1,225,Island,3.579870472504621
1,226,across,1.3865342782323642
1,227,the,0.049519050654253924
1,228,"strait,",4.478831150899954
1,229,we,2.1977110889449047
1,230,could,0.2388596739925009
1,231,be,0.001436371723861558
1,232,forgiven,0.44530337001977616
1,233,for,0.013334600935852575
1,234,thinking,0.733178722945287
1,235,that,0.03038088575973465
1,236,we,0.0066974290067670856
1,237,were,0.014167619059523486
1,238,guests,13.61748310572667
1,239,in,1.6260347380841484
1,240,paradise.,9.427872394141733
1,241,The,6.71850844733105
1,242,creatures,20.43332754207064
1,243,you,0.20126888854763286
1,244,see,6.593355296436978
1,245,in,13.994917607171397
1,246,the,3.7951384048671843
1,247,Galapagos,54.329561559133666
1,248,are,2.255777075407762
1,249,remarkable,6.041863345429434
1,250,in,4.717819823301325
1,251,their,0.18392321283173121
1,252,rarity.,30.515654353149305
1,253,They,0.025263103964997865
1,254,are,0.019265277540494865
1,255,even,0.5829252631014026
1,256,more,0.04154770046965438
1,257,so,8.911114575250394
1,258,for,3.6743350391787337
1,259,their,0.06369838603186743
1,260,lack,0.17033738958224526
1,261,of,0.0037896434221234426
1,262,fear.,4.180898005998733
1,263,They,0.011424001328140459
1,264,don't,25.864531745116196
1,265,run,0.7405095694296395
1,266,away.,2.22228345415223
1,267,They,0.0036419472744299367
1,268,carry,5.433493980059144
1,269,on,0.1077192910739412
1,270,basking,33.203060006552285
1,271,or,1.2200508586222192
1,272,playing,7.475939303787756
1,273,or,0.5623514515309747
1,274,mating,17.411029639177467
1,276,incubating,58.554045708782006
1,277,their,0.4743669331673958
1,278,eggs,3.422684177026143
1,279,or,1.675869634876712
1,280,fighting,5.322445470327633
1,281,for,0.0555065299038015
1,282,territory,8.687198667271845
1,283,with,0.3338974158462771
1,284,blissful,29.98476929887465
1,285,disregard,1.4252336423468626
1,286,for,0.06737182796514024
1,287,human,0.5280777599667916
1,288,beings.,6.077441013483302
1,289,It,0.004559271495095966
1,290,is,0.14549219539715727
1,291,as,0.010276766198692586
1,292,if,0.08945646412773522
1,293,you,0.009739449401734455
1,294,are,0.2523963424505871
1,295,walking,3.6030059226639874
1,296,into,2.891588680480324
1,297,a,0.2887338903186179
1,298,David,2.562931898473307
1,299,Attenborough,59.766244097539804
1,300,"programme,",17.444392897583647
1,302,finding,7.831236198413422
1,303,that,0.3237654879273219
1,304,the,0.028182955543394717
1,305,real,3.132807075031577
1,306,thing,8.25130726279885
1,307,is,0.1303416524922901
1,308,even,3.0816876398197195
1,309,better,4.214021413100451
1,310,than,0.0029382530502319428
1,311,you,0.031119801157479948
1,312,ever,1.4137965380905095
1,313,imagined.,5.756348411391352
1,314,The,0.05502470438403582
1,315,closeness,11.382422028545937
1,316,of,0.5949057895388193
1,317,the,0.8882861781314605
1,318,living,5.133994448748805
1,319,natural,7.166942202566169
1,320,"world,",10.085136943100272
1,321,in,1.2719248677147377
1,322,this,4.382320195581779
1,323,environment,8.045142028181154
1,324,of,25.74977081788316
1,325,volcanic,7.590430906189542
1,326,rock,5.132330688584358
1,327,and,5.88589778280678
1,328,sweeping,12.562208566922132
1,329,beaches,4.184825294324679
1,330,and,1.4201581763459248
1,331,sparse,9.875023674749368
1,332,"vegetation,",15.612307465327275
1,333,makes,3.7469048385368047
1,334,the,0.09331713067430356
1,335,Galapagos,54.39802854037275
1,336,experience,11.458492018814368
1,337,special.,7.555045260796206
1,338,The,0.4394133081930267
1,339,colours,9.177182055094212
1,340,"help,",9.189577285447436
1,341,too.,12.704891565453348
1,342,The,0.004021192532835477
1,343,intense,7.821365082184501
1,344,black,6.234479098881555
1,345,of,0.004737386738257216
1,346,the,2.5140241601515454
1,347,"rock,",9.185410104164983
1,348,the,0.005294561821028546
1,349,startling,7.044696934332885
1,350,blue,1.2854120911607008
1,351,of,0.015612247798096342
1,352,sea,0.525615914311016
1,353,and,1.3830405366714116
1,354,"sky,",0.9055867943928361
1,355,the,0.001198393166031355
1,356,crimson,7.588098821443842
1,357,of,0.0031363038370378353
1,358,the,0.01395148926835287
1,359,mating,14.69814641138218
1,360,"frigate-birds,",23.374979060849416
1,361,the,0.004016733412346798
1,362,yellow,3.7107007707036748
1,363,of,0.002814843909563161
1,364,the,0.12773099884785538
1,365,"warblers,",28.773542956059526
1,366,the,0.01122350113217423
1,367,brilliant,2.048769813731441
1,368,orange,8.483121989966227
1,370,the,12.42648123472241
1,371,American,9.50279955969518
1,372,"oyster-catchers,",50.549238384746744
1,373,the,0.011436627273219816
1,374,glistening,7.656477059635085
1,375,silver,7.907777421145217
1,377,hundreds,11.702855288119299
1,378,of,0.0011953000815688405
1,379,dolphins,7.979342841822249
1,380,swooping,36.36480281862623
1,381,round,7.944031363947097
1,382,your,9.821717308149138
1,383,ship,6.107858592010321
1,384,in,0.07961482680006292
1,385,the,0.03844766750496062
1,386,dawn,4.922113542712333
1,387,light.,11.789514250201352
1,388,We,0.5502754317266663
1,389,spent,0.8791990448164968
1,390,eight,4.1141572791198495
1,391,days,1.372199524282949
1,392,in,0.005322663181553023
1,393,"all,",16.12870704435687
1,394,aboard,4.635139507864332
1,395,a,0.2501403815257256
1,396,boat,4.242733228731394
1,397,called,3.4621796488314853
1,398,Tropic,53.31992158483967
1,399,"Sun,",9.159972159681166
1,400,visiting,1.193600872824099
1,401,all,1.510819776652834
1,402,parts,7.390399260832216
1,403,of,0.00032552643961938574
1,404,the,0.08335840003368286
1,405,islands.,15.758070673135446
1,406,We,27.37806403213844
